CREATEDDATE,DISTRICT,FACILITYID,LASTUPDATEDDATE,LATITUDE,LONGITUDE,PERMITENTRANCEACCESSIBLE,PERMITENTRANCEDESCRIPTION,PERMITENTRANCEID,PERMITENTRANCENAME,PERMITENTRANCETYPE,TOWN
"2014-05-02 18:32:16","Sequoia NP","233262","2016-03-03 06:27:58","36.4530555556","-118.593055556","No","EXIT ONLY","470","SEKI..","Trailhead","Three Rivers"
"2014-05-02 18:32:16","Golden Trout","233262","2016-03-03 06:27:58","36.0544444444","-118.131388889","No","The Pacific Crest Trail at Kennedy Meadows gives access to the South Sierra Wilderness. The Wildrose Trail offers the option of making a loop trip back to Kennedy Meadows. Pacific Crest Trail hikers that are hiking 500 miles or more on the PCT should contact the Pacific Crest Trail Association for a through hiking pass. Please refer to the area map for other trail names.","471","SS65","Entry Point","Pearsonville"
"2014-05-02 18:32:16","Yosemite NP","233262","2016-03-03 06:27:58","37.7322222222","-119.558333333","No","EXIT ONLY","472","YOS1","Trailhead","Yosemite"
"2014-05-02 18:32:16","Golden Trout","233262","2016-03-03 06:27:58","36.175","-118.269166667","No","Beginning on the southern border of the Golden Trout Wilderness, the Black Rock Trail provides access to Casa Vieja Meadow and Jordan Hot Spring as it passes through rugged, forested terrain to end at the Wild and Scenic section of the Kern River, near Soda Flat. Connecting trails circle around Kern Peak with many options for loop trips of various lengths.","473","GT66","Entry Point","Lone Pine - Golden Trout"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.6121111111","-119.077444444","No","Fish Creek trail follows the general route of an old wagon trail. Starting near Reds Meadow Resort shuttle stop # 10 or the Rainbow Falls trailhead shuttle stop #8 the trail passes multiple junctions with the John Muir, Devils Postpile and Rainbow Falls trails. The Fish Creek trail follows Crater Creek to the Fish Creek Valley. Eleven miles down the trail is the popular Iva Belle hot springs. Beyond Iva Belle, the trail goes to Cascade Valley and eventually connects to the John Muir and Pacific Crest Trails near Purple Lake or Tully Hole.","474","AA14","Entry Point","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Golden Trout","233262","2016-03-03 06:27:58","36.4472222222","-118.171666667","No","This is a non quota trail.","475","GT62","Entry Point","Lone Pine - Golden Trout"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.6116666667","-119.076944444","No","Traveling the length of the Sierra, the John Muir Trail extends from Mount Whitney to Yosemite National Park. This section of the John Muir trail is south of Devils Postpile National Monument. Start from the Devils Postpile Visitor Center shuttle stop #6 if you want to see the stone columns of Devils Postpile. Or you can start your trip from the Rainbow Falls trailhead shuttle stop #8 or Reds Meadow Resort shuttle stop #10 if you want to visit the market or other resort services. Indicate if you will visit or exit at Mt. Whitney for your permit type.","476","AA15","Entry Point","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.0094444444","-118.327222222","No","Experience many biologic zones as this strenuous trail climbs more than 6,000 feet up the Taboose Creek Canyon between Cardinal Mountain and Goodale Mountain. Crossing over Taboose Pass leads to the John Muir Trail and destinations in Kings Canyon National Park south of Mather Pass.","477","JM27","Entry Point","Independence"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","36.9397222222","-118.295833333","No","The Sawmill Pass trail is steep and strenuous. Starting near Division Creek, this trail climbs more than 6,700 feet to reach the Sierra Crest. Sawmill Pass provides access to the Woods Creek area of Kings Canyon National Park. There is no water or shade at the trailhead or along the first few miles of the trail. A pre-dawn start is recommended during the summer and early autumn","478","JM28","Entry Point","Independence"
"2014-05-02 18:32:16","Sequoia NP","233262","2016-03-03 06:27:58","36.1386111111","-118.451666667","No","EXIT ONLY","479","SQ","Trailhead","Kernville"
"2014-05-02 18:32:16","Golden Trout","233262","2016-03-03 06:27:58","36.1391111111","-118.017444444","No","The Haiwee Pass trail provides access to the South Sierra Wilderness. The trail begins at the base of the eastern Sierra, passes over Haiwee Pass and ends at the South Fork Kern River. The trail is primitive and can be overgrown or faint in places. Bring a map and compass.","480","SS64","Entry Point","Olancha"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.3616666667","-118.691666667","No","Several trails start from the deep canyon cut by Pine Creek between Mount Tom and the Wheeler Crest. The Pine Creek Pass Trail gives access to the Pine Lakes, along Pine Creek, and destinations beyond Pine Creek Pass, including French Canyon and Humphreys Basin. Check the area map for the correct trail to reserve.","481","JM11","Entry Point","Bishop"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.2133333333","-118.609166667","No","Climbing the hillside on the south side of Sabrina Lake, the trail leads to a series of high alpine lakes in a basin surrounded by glacier flanked 13,000 ft. granite peaks. Many day hikers enjoy visiting Blue Lake 2.5 miles. If hikers continue on the trail it will take them to Dingleberry, Hungry Packer, and Midnight Lakes.","482","JM17","Entry Point","Bishop"
"2014-05-02 18:32:16","Yosemite NP","233262","2016-03-03 06:27:58","37.5508333333","-119.635277778","No","EXIT ONLY","483","YOS4","Trailhead","Yosemite"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.2111111111","-118.609333333","No","Climbing the hillside on the south side of Sabrina Lake, the trail to George Lake climbs more than 2,500 feet up Table Mountain. Descending the other side of this broad mountaintop will bring you to Tyee Lakes.","484","JM18","Entry Point","Bishop"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.6827777778","-119.08575","No","The High trail starts from the Agnew Meadows shuttle bus stop #1. Instead of crossing Agnew Meadow, the trail climbs partway up the east side of the canyon. There are magnificent views across the valley of the Minarets, Mount Ritter and Banner Peak as the trail contours along the slope to the headwaters of the San Joaquin River. Several trail junctions give options to travel to Summit Lake, Agnew Pass, Clark Lakes, or Badger Lakes. The High trail is also part of the Pacific Crest Trail. If you continue on the Pacific Crest Trail you will connect with the John Muir Trail near Thousand Island Lake.","485","AA09","Entry Point","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.6311111111","-119.085555556","No","Traveling the length of the Sierra, the John Muir Trail extends from Mount Whitney to Yosemite National Park. This section of the trail is north of Devils Postpile National Monument. From the Devils Postpile Visitor Center shuttle stop #6 it is less that a mile to the junction with the John Muir Trail. As you follow the John Muir Trail it climbs above Minaret Falls and goes past Johnston Lake, Trinity Lakes and Gladys Lake. It is possible to go all the way to Happy Isles in Yosemite.","486","AA10","Entry Point","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.6819444444","-119.086666667","No","The Shadow Creek trail travels past glacier-fed lakes and icy streams at the base of the Minarets and Mount Ritter. The trail starts at Agnew Meadows shuttle bus stop #1; for the first three miles, the Shadow and River Trails are combined. Near Olaine Lake the trails split; the Shadow Trail climbs past Shadow Lake to connect with the John Muir Trail. Camping is not allowed at Shadow Lake. The Shadow Trail continues up Shadow Creek to Ediza and Iceberg Lakes.","487","AA07","Entry Point","Mammoth Lakes - Ansel Adams"
"2014-05-02 18:32:16","Hoover / Inyo","233262","2016-03-03 06:27:58","37.0318333333","-119.219277778","No","Starting at the south end of Lundy Lake, the Lakes Canyon trail steadily climbs the narrow canyon between Gilcrest Peak and Mount Scowden. Interesting remains of mining history can be seen in this area. Visitors should remember that the Antiquities Act protects all artifacts from being damaged or removed, so be sure to leave historical items where they are. It is 3.3 miles to reach Oneida Lake with Blue Lake and Crystal Lake nearby.","488","HH12","Entry Point","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","-48.5269444444","-92.7069444444","No","Virgin Island South (R27) is a large campsite with a dock that measures 4x24.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","489","R27","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","Namakan","249981","2016-03-03 06:27:58","-48.4908333333","-92.7063888889","Yes","Voyageurs Narrows (N41) is an <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_accessiblesites_72783.html target=_blank>accessible</a>, small campsite with a dock that measures 4x20.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 16x138, 14x136.","490","N41","Accessible Sites","Ash River"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","0","0","No","17 ft Michi-craft Aluminum canoe, two seats, weight capacity: 700 lbs, including persons and cargo.<br>This watercraft is permitted for overnight use. It is located in the Backcountry of the Kabetogama Peninsula at Locator Lake. Prior to entry, visitors are required to check-out a key at a visitor center (between 9:30 am - 5 pm) to unlock this watercraft. Paddles or oars are provided but life jackets must be brought in and worn at all times.","491","BL4","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","-48.5447222222","-92.8272222222","No","Big Island (R5) is a large campsite with a sand landing. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","492","R5","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.2758333333","-118.619722222","No","After bouncing over the rugged, high clearance dirt road beyond Bishops Buttermilk Country, the Upper Buttermilk trail leads up to Langley Reservoir, wedged between the foot of Mt. Humphreys and Basin Mountain","493","JM14","Entry Point","Bishop"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.4343888889","-118.74825","No","Starting from Mosquito Flat at the end of Rock Creek Road,Little Lakes Trailhead the Mono Pass trail climbs out of the Little Lakes Valley and goes to Ruby Lake, where sheer granite walls tower above the emerald waters. Crossing over Mono Pass the trail descends down Mono Creek with side trails to Pioneer Basin and the Recesses. The trail along Mono Creek eventually connects with the John Muir Trail near Quail Meadows and Lake Thomas A Edison. Do not confuse this trail with the other Mono Pass on the border of Yosemite National Park, reached by the Bloody Canyon Trail.","494","JM08","Entry Point","Toms Place"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.1269166667","-118.443861111","No","Big Pine North Fork trail goes to the popular First through Seventh Lakes up the canyon north of Mount Sill. This trail also offers views of Temple Crag and the Palisade Glacier. The hike begins at First Falls in the shade of Jeffrey pine and aspen and quickly climbs across sage and manzanita covered slopes to enter the wilderness boundary near Second Falls. As the trail climbs past the chain of Big Pine Lakes there are many opportunities to observe the effects of glacial activity, such as cirques, glaciated granite and glacial erratic. A side trail to Black Lake offers views of glaciers and the Sierra Crest before rejoining the main trail near Fourth Lake.","495","JM23","Entry Point","Big Pine"
"2014-05-02 18:32:16","Yosemite NP","233262","2016-03-03 06:27:58","37.8769444444","-119.345277778","No","EXIT ONLY","496","YOS2","Trailhead","Yosemite"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","37.2264722222","-118.627333333","No","Starting from North Lake Campground, the Lamarck Lakes trail immediately splits away from the Piute Pass trail. The first part of the climb is sheltered by a grove of aspen and pine. The steady climb soon leads to open views of Mount Emerson and the red cliffs of Piute Crags. Lakes are terraced up the canyon in a series of glacier carved granite benches.   The trail ends at Upper Lamarck Lake. Rugged cross country terrain beyond Upper Lamarck Lakes is predominately steep talus and the snow fields of small glaciers that rest at the foot of Mount Lamarck.","497","JM16","Entry Point","Bishop"
"2014-05-02 18:32:16","Hoover / Inyo","233262","2016-03-03 06:27:58","37.9525","-119.226111111","No","This is a non quota trail.","498","HH13","Entry Point","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","Hoover / Humboldt Toiyabe NF","233262","2016-03-03 06:27:58","38.3286111111","-119.637222222","No","EXIT ONLY","499","HT","Trailhead","Bridgeport - Hoover/ Humboldt Toiyabe NF"
"2014-05-02 18:32:16","New York","234768","2016-03-03 06:27:58","0","0","No","Approximately 1,000 feet west of Old Inlet to 1,000 feet east of the Bellport Beach boundary, identified by camping signs. Campsite may be selected north of the primary dune line year-round, or on the beach from March 15 through Labor Day.Maximum Length of Stay is 3 Nights --- Maximum Group Size is 4","500","Eastern Zone","Entry Point","New York"
"2014-05-02 18:32:16","New York","234768","2016-03-03 06:27:58","0","0","No","Watch Hill Exit Point","501","Watch Hill","Entry Point","Patchogue"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.5169444444","-92.8036111111","No","This campsite is located off of the Brown Lake Trail, Rainy Lake.  Look for the trailhead sign once you enter the bay.  Follow the Brown Lake Trail, passing Brown Lake, to the Oslo Lake campsite.  This site has 1 tent pad, fire ring, bear pole, and privy.","502","B12","Backcountry Lakes","International Falls"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","-48.5613888889","-92.8608333333","No","Shelland Island (R106) is a large campsite with a sand landing.  This site has 1 vault toilet with a privy screen, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","503","R106","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","Namakan","249981","2016-03-03 06:27:58","-48.4563888889","-92.7244444444","No","Torry Fish Camp (N43) is a large campsite with a sand landing.  This site has 1 vault toilet, 2 picnic table, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x136, 13x12, 12x12.","504","N43","Large Campsite, 4 Tent Pads","Ash River"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.4686111111","-92.8375","No","Ek Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors are not required to reserve the Ek Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_eklake_72783.html target=_blank>here</a>.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>","505","B6","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","Hoover / Inyo","233262","2016-03-03 06:27:58","37.9644444444","-119.272777778","No","This is a non quota trail.","506","HH14","Entry Point","Lee Vining - Hoover/Inyo"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.5336111111","-92.9519444444","No","Quill Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors must reserve the Quill Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_quilllake_72783.html target=_blank>here</a>.","507","B15","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","West Rainy","249981","2016-03-03 06:27:58","-48.6191666667","-93.1169444444","No","Lyle Mine Island (R93) is a large campsite with a dock that measures 8x40.  This site has 1 vault toilet with a privy screen, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14,14x14.","508","R93","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","Kabetogama","249981","2016-03-03 06:27:58","-48.4302777778","-92.9794444444","No","Moxie Island (K22) is a small campsite with a sand landing.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.","509","K22","Small Campsite, 2 Tent Pads","Kabetogama"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","0","0","No","This watercraft is assigned for day use only, not overnight use. It is located in the Backcountry of the Kabetogama Peninsula at Locator Lake. Prior to entry, visitors are required to check-out a key at a visitor center (between 9:30 am - 5 pm) to unlock this watercraft. Paddles or oars are provided but life jackets must be brought in and worn at all times.","510","BL2","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.9205555556","-119.152222222","No","The Gibbs Lake trail climbs up pine covered slopes and along Gibbs Creek. This small lake is tucked in the canyon between Mount Dana and Mount Gibbs. The trail is not recommended for stock beyond the wilderness boundary. The trailhead at Upper Horse Meadows is located at the end of 3 miles of dirt road.","511","AA02","Entry Point","Lee Vining - Ansel Adams"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","36.5883333333","-118.239722222","No","The North Fork of Lone Pine Creek trail is steep, rugged and difficult to follow. The trail ends at Iceberg Lake, at an elevation of about 12,600 feet. This is not a regular trail to the top of Mt. Whitney. Beyond Iceberg Lake, mountaineering and rock climbing routes climb Mt. Whitneys East Face, East Buttress or the Mountaineers Route. Other climbs in this area include Mt. Russells Fish Hook Arte and East Ridge.","512","JM34","Entry Point","Lone Pine - John Muir"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","-48.5433333333","-92.8197222222","No","Blueberry Island West (R92) is a large campsite with a rock landing. This site has 1 vault toilet with a privy screen, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","513","R92","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","-48.545","-92.8808333333","No","Kawawia Island (R16) is a large campsite with a dock that measures 8x48. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","514","R16","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","Namakan","249981","2016-03-03 06:27:58","-48.4447222222","-92.7","No","Namakan Island Northeast (N55) is a large campsite with a sand landing.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 118x118, 99x99.","515","N55","Large Campsite, 4 Tent Pads","Ash River"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","36.5877777778","-118.239166667","No","Trail Crest is approximately 13,600 ft. in elevation and 2 miles from the summit of Mt. Whitney, where the Mt. Whitney Trail crosses the crest of the Sierra Nevada to join the John Muir Trail in Sequoia National Park. Exiting via Trail Crest allows you the option to hike to the summit of Mt. Whitney and camp along the Mt. Whitney Trail as you finish your trip. Your exit date is the day you descend to Whitney Portal Road.","516","JM35","Trailhead","Lone Pine - John Muir"
"2014-05-02 18:32:16","Ansel Adams","233262","2016-03-03 06:27:58","37.8710555556","-119.161444444","No","This route was used to cross the Sierras before wagon roads were built and is named for the injuries to stock that made this rugged crossing. This trail is not recommended for stock. The trail climbs over a ridge to view Walker Lake and goes up Bloody Canyon past Lower and Upper Sardine Lakes. At the head of the canyon the trail crosses Mono Pass into Yosemite National Park and continues toward the Kuna Crest or Parker Pass Creek areas of the park.","517","AA03","Entry Point","Lee Vining - Ansel Adams"
"2014-05-02 18:32:16","Golden Trout","233262","2016-03-03 06:27:58","36.2259166667","-118.059444444","No","This is a non quota trail.","518","SS63","Entry Point","Olancha"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","36.5536111111","-118.184444444","No","Tuttle Creek trail is located approximately 3 miles west of Horseshoe Meadows Road. The trail accesses a stone building known as the Tuttle Creek Ashram. Shortly beyond the wilderness boundary the trail becomes a faint game trail. Sometimes this area is used as a vertical winter ascent to the foot of Mount Langley.","519","JM38","Entry Point","Lone Pine - John Muir"
"2014-05-02 18:32:16","John Muir","233262","2016-03-03 06:27:58","36.4530555556","-118.1695","No","Cottonwood Lakes are home to Californias state fish, the golden trout. Located near Horseshoe Meadows, the Cottonwood Lakes Basin has many pristine lakes and creeks located between Mount Langley and Cirque Peak. Side trails branch to Muir Lake, Hidden Lake, South Fork Lakes, Cirque Lake, Long Lake and High Lake. Climbing over New Army Pass provides access to the southern portion of Sequoia National Park.","520","JM39","Entry Point","Lone Pine - John Muir"
"2014-05-02 18:32:16","John Muir / Sierra NF","233262","2016-03-03 06:27:58","0","0","No","EXIT ONLY","521","SI...","Trailhead","Fresno"
"2014-05-02 18:32:16","Sequoia NP","233262","2016-03-03 06:27:58","0","0","No","EXIT ONLY","522","SEKI...","Trailhead","Three Rivers"
"2014-05-02 18:32:16","New York","234768","2016-03-03 06:27:58","0","0","No","Approximately 1,000 feet west of Bellport Beach boundary to Long Cove, identified by camping signs. Campsite may be selected north of the primary dune line year-round, or on the beach from March 15 through Labor Day.Maximum Length of Stay is 3 Nights --- Maximum Group Size is 8","523","Western Zone","Entry Point","New York"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.5397222222","-92.9966666667","No","Locator Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors must reserve the Locator Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_locatorlake_72783.html target=_blank>here</a>.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>","524","B9","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","West Rainy","249981","2016-03-03 06:27:58","-48.5963888889","-93.0536111111","No","Diamond Island South (R10) is a large campsite with a sand landing.  This site has 2 vault toilets, 2 picnic tables, 2 fire rings, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4- tent pads that measure 14x14, 14x126, 14x12, 14x11.","525","R10","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","East Rainy","249981","2016-03-03 06:27:58","48.5605555556","-92.8758333333","No","Three Sisters Island (R77) is a large campsite with a sand landing.  This site has 1 vault toilet with a privy screen, 2  picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x14.","526","R77","Large Campsite, 4 Tent Pads","International Falls"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.4680555556","-92.8141666667","No","The campsite is accessible from the Cruiser Lake Trailhead dock, located at the east end of Lost Bay (Kabetogama Lake).  Follow the trail .3-mile to the campsite. There is no canoe associated with this campsite. This site has 1 tent pad, bear pole, fire ring, picnic table and privy at this site.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>","527","B1","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","0","0","No","17 ft Michi-craft Aluminum canoe, two seats, weight capacity: 700 lbs, including persons and cargo.<br>This watercraft is assigned for overnight use. It is located in the Backcountry of the Kabetogama Peninsula at Locator Lake. Prior to entry, visitors are required to check-out a key at a visitor center (between 9:30 am - 5 pm) to unlock this watercraft. Paddles or oars are provided but life jackets must be brought in and worn at all times.","528","BL3","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","West Rainy","249981","2016-03-03 06:27:58","-48.6102777778","-93.1202777778","No","Dryweed Island (R11) is a small campsite with a dock that measures 8x48.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.","529","R11","Small Campsite, 2 Tent Pads","International Falls"
"2014-05-02 18:32:16","Sand Point Lake","249981","2016-03-03 06:27:58","-48.4108333333","-92.4613888889","No","Norway Island (S14) is a large campsite with a sand landing.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads measuring 14x14, 14x14, 14x12, 14x11.","530","S14","Large Campsite, 4 Tent Pads","Crane Lake"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.5369444444","-92.9758333333","No","War Club Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors must reserve the War Club Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_warclublake_72783.html target=_blank>here</a>.","531","B17","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","-48.4825","-92.8497222222","No","This campsite is reachable from the Ek Bay Trailhead, located in Lost Bay (Kabetogama Lake).  Follow the trail 1-mile north.  There is no canoe associated with this campsite. This site has 1 tent pad, fire ring, bear pole, and privy.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>","532","B7","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","Kabetogama","249981","2016-03-03 06:27:58","-48.4605555556","-92.9216666667","No","Kabetogama Lake Group Site (K54) is an <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_accessiblesites_72783.html target=_blank>accessible</a>, large group campsite. The dock has a shore connector 91 x 6.5, 3 crib fingers that are 20 x 4 , and 1 crib finger that is 40 x 8. This site has 1 vault toilet, 5 picnic tables, 2 fire rings, 6 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 7 tent pads that measure 14x14 (accessible), 14x14, 14x14, 14x14, 12x12, 12x12, 12x12.","533","K54","Group Site","Kabetogama"
"2014-05-02 18:32:16","Backcountry","249981","2016-03-03 06:27:58","0","0","No","17 ft Michi-craft Aluminum canoe, two seats, weight capacity: 700 lbs, including persons and cargo.<br>This watercraft is assigned for day use only, not overnight use. It is located in the Backcountry of the Kabetogama Peninsula at Locator Lake. Prior to entry, visitors are required to check-out a key at a visitor center (between 9:30 am - 5 pm) to unlock this watercraft. Paddles or oars are provided but life jackets must be brought in and worn at all times.","534","BL5","Backcountry Lakes","Kabetogama/Ash River"
"2014-05-02 18:32:16","","249988","2016-03-03 06:27:58","0","0","No","These permits allow access to the Salmon River by way of the Snake River Cache Creek Portal and are for Snake River day use only. Permit reservations are required Friday through Sunday, and holidays. There are 5 permits available per day.  Monday through Thursday, self-issue permits are required, available at Cache Creek portal.","535","Salmon River Access","Boat Launch",""
"2014-05-02 18:32:16","","249988","2016-03-03 06:27:58","0","0","No","These permits allow limited access to the Wild River section during the non-motorized period from the northern end of the river. Motorized craft are only permitted in the wild river segment between Pittsburg Launch and Kirkwood Historic Ranch. There are 5 permits available per day from Pittsburg, Cache Creek or Dug bar portals.","536","Limited Wild River North","Boat Launch",""
"2014-05-02 18:32:16","","249988","2016-03-03 06:27:58","0","0","No","These permits encompass the entire river corridor, including the Wild River section of the river. The wild segment of the river is from Upper Pittsburg Landing to Hells Canyon Dam. These permits are required 7 days a week with 6 permits available per day.  During non-motorized periods, Limited Wild River North and Limited Wild River South permits are available","537","Wild River","Boat Launch",""
"2014-05-02 18:32:16","","249988","2016-03-03 06:27:58","0","0","No","These permits allow limited access to the Wild River section during the non-motorized period from the southern end of the river (Hells Canyon Creek launch). Motorized craft are only permitted in the wild river segment between Hells Canyon Creek Launch and the top of Wild Sheep Rapid. There are 2 permits available daily from Hells Canyon Creek Launch.","538","Limited Wild River South","Boat Launch",""
"2014-05-02 18:32:16","","249988","2016-03-03 06:27:58","0","0","No","These permits allow Scenic River access from the Cache Creek and Pittsburg Landing Launch Portals. The Scenic River extends from Cache Creek to Upper Pittsburg Landing. Permit reservations are only required Friday through Sunday, and holidays. There are 18 permits available per day.  Monday through Thursday, self-issue permits are required, available at portal of entry","539","Scenic River","Boat Launch",""
"2014-06-12 06:00:43","","249986","2016-03-03 06:26:55","0","0","No","All Grassy Lake Campsite permits must be purchased at Grand Teton. Please contact (307)739-3309 for more information.","540","GL09","Grassy Lake",""
"2014-06-12 06:00:43","","249986","2016-03-03 06:26:55","0","0","No","All Grassy Lake Campsite permits must be purchased at Grand Teton. Please contact (307)739-3309 for more information.","541","GL03","Grassy Lake",""
"2014-06-12 06:00:43","","249986","2016-03-03 06:26:55","0","0","No","All Grassy Lake Campsite permits must be purchased at Grand Teton. Please contact (307)739-3309 for more information.","542","GL10","Grassy Lake",""
