ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","OR","Klamath Falls,","","97603-9365","428899","","3132","Klamath Basin Area Office","6600 Washburn Way",""
"USA","CO","Durango","","81301","428900","","63","Western Colorado Area Office","Four Corners Division","835 East Second Avenue"
"USA","KS","Glen Elder","","67446","428902","","128","KS Dept. of Wildlife & Parks","Glen Elder State Park","2131 180 Road"
"USA","ID","Boise","","83702-4520","428904","","1159","Snake River Area Office-West","230 Collins Road",""
"USA","KS","Stockton","","67669","428905","","3127","Kansas Dept. of Wildlife and Parks","Webster State Park","1210 Nine Road"
"USA","AZ","Scottsdale","","85260","428908","","4","16601 N. Pima Road","",""
"USA","OR","Bend","","97702","428909","","1160","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","UT","Willard, UT","","84340","428910","","977","Willard Bay State Park","900 West 650 North, No.A",""
"USA","CA","Folsom","","95630-1799","428911","","2265","Central CA Area Office","7794 Folsom Dam Road",""
"USA","CO","Granby","","80446","428912","","94","U.S. Forest Service","P.O. Box 10",""
"USA","MT","Helena","","59620","428913","","71","Montana Fish,Wildlife & Parks","P. O. Box 200701",""
"USA","CA","Folsom","","95630","428914","","11","California Department of Parks & Recreation","7806 Folsom Auburn Rd.",""
"USA","NE","Scottsbluff","","69363","428915","","84","North Platte National Wildlife Refuge","Box 1346",""
"USA","CA","Folsom","","95630","428916","","12","USBR, Central CA Area Office","7794 Folsom Dam Road",""
"USA","MT","Billings","","59101","428917","","1800","Great Plains Region","316 North 26th Street",""
"USA","UT","Provo","","84606-7317","428918","","701","Provo Area Office","302 East 1860 South","P.O. Box 1880"
"USA","NE","Minatare","","69356","428919","","1993","NE Game and Parks","Box 188",""
"USA","OK","Ft. Cobb","","73005","428920","","1132","Ft. Cobb State Park","27022 Copperhead Road",""
"USA","OK","Foss","","73647","428921","","1131","Foss State Park","Hwy. 44 & Hwy 73 W",""
"USA","WA","Coulee Dam","","99116","428922","","1216","National Park Service","1008 Crest Dr.",""
"USA","MT","Fairfield","","59436","428923","","3129","Montana Department of Fish, Wildlife and Parks","Freezeout Lake Wildlife Management Area","P. O. Box 488"
"USA","WY","Mills","","82644","428924","","978","Wyoming Area Office","P.O. Box 1630",""
"USA","MT","Chester","","59522","428925","","132","Bureau of Reclamation","Marias / Milk Rivers Division Office","P. O. Box 220"
"USA","CO","Grand Junction","","81506","428926","","53","Western Colorado Area Office","Northern Division","2764 Compass Drive"
"USA","OR","Klamath Falls","","97603-9365","428927","","3130","Klamath Basin Area Office","6600 Washburn Way",""
"USA","MT","Great Falls","","59403","428928","","133","U. S. Forest Service","Lewis and Clark National Forest","P.O. Box 869"
"USA","WY","Glendo","","82213","428930","","1233","Glendo State Park","P.O. Box 398",""
"USA","WA","Grand Coulee","","99133","428931","","1889","Bureau of Reclamation","Grand Coulee Power Office","P.O. Box 620"
"USA","ID","Idaho Falls  ","","83401","428932","","1234","Caribou-Targhee National Forest","1405 Hollipark Drive",""
"USA","WY","Mills","","82644","428933","","1238","Natrona County Roads, Bridges, and Parks Department","538 S. Wyoming Blvd.",""
"USA","CO","Silverthorne","","80498","428934","","65","U.S. Forest Service","P.O. Box 620",""
"USA","WY","Guernsey","","82214","428935","","1239","Guernsey State Park","Highway 317",""
"USA","NE","Cambridge","","69022-9312","428936","","76","Nebraska Game and Parks, Medicine Creek SRA","40611 Road 728",""
"USA","OR","Bend","","97702","428937","","1145","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","ND","Bismarck","","58501","428938","","1127","Dakotas Area Office","P.O. Box 1017",""
"USA","MT","Helena","","59620","428939","","134","Montana Department of","Fish, Wildlife and Parks","P.O. Box 200701"
"USA","OR","Hillsboro","","97124","428940","","1146","Washington County","169 N. First Ave. MS 42",""
"USA","NM","Los Ojos","","87551 ","428941","","102","Park Superintendent","PO Box 159",""
"USA","CO","Fruita","","81521","428942","","1020","Colorado Division of Wildlife","P.O. Box 506",""
"USA","CO","Loveland","","80537","428943","","66","Larimer County Parks Department","1800 S. County Rd. 31",""
"USA","NE","McCook","","69001-9801","428945","","77","NE Game and Parks Commission","Red Willow Res. SRA","RR1, Box 145"
"USA","MT","Kalispell","","59901","428946","","135","Flathead National Forest","1935 Third Ave. E.",""
"USA","OR","Medford","","97504","428948","","1148","BLM","3040 Biddle Rd.",""
"USA","UT","Hyrum","","84319","428949","","1188","Hyrum State Park","405 West 300 South",""
"USA","AZ","Phoenix","","85086","428950","","14","Arizona Game and Fish Department","5000 W. Carefree Highway",""
"USA","CA","Winterhaven","","92283","428951","","15","Picacho State Park","P.O. Box 848",""
"USA","ID","Island Park ","","83429","428952","","111","Targhee National Forest","Island Park Office","3726 Highway 20"
"USA","CO","Mancos","","81328","428953","","54","Mancos State Park","42545 County Road North",""
"USA","SD","Huron","","57350","428955","","1166","South Dakota Department of Game, Fish and Parks","State Fairgrounds","P.O. Box 915"
"USA","ND","Jamestown","","58401","428956","","1128","Stutsman County Park Board","511 2nd Avenue SE",""
"USA","UT","Heber City","","84032-0001","428957","","1190","Jordanelle State Park","State Road 319 #515","P.O. Box 4"
"USA","WA","Wenatchee","","98801","428959","","1221","Wenatchee National Forest","P.O. Box 811",""
"USA","KS","Norton","","67654","428960","","126","KS Dept. Wildlife & Parks","Prairie Dog State Park/Norton Wildlife Area","Box 431"
"USA","WY","Moorcroft","","82721","428962","","1241","Wyoming State Parks and Historic Sites","353 McKean Rd.",""
"USA","KS","Kirwin","","67644","428963","","125","U.S. Fish & Wildlife Service","Rt. 1, Box 103",""
"USA","WY","Mills","","82644","428964","","1242","Wyoming Area Office","P.O. Box 1630",""
"USA","NV","Fallon","","89406","428965","","85","Lahontan State Recreation Area","16799 Lahontan Dam",""
"USA","NE","Scottsbluff","","69363","428966","","79","North Platte National Wildlife Refuge","Box 1346",""
"USA","CA","Napa","","94558","428967","","17","Lake Berryessa Field Office","5520 Knoxville Road",""
"USA","CA","La Quinta","","92253","428968","","18","Riverside County Parks and Open-Space District","58-075 Jefferson Street",""
"USA","WY","Mills","","82644","428969","","1243","Wyoming Area Office","P.O. Box 1630",""
"USA","ID","Cascade","","83611","428970","","109","Box 709","",""
"USA","CA","Ventura","","93001","428971","","19","Casitas Municipal Water District","11311 Santa Ana Rd.",""
"USA","MT","Chester","","59522","428972","","35","Bureau of Reclamation","Marias / Milk Rivers Division Office","PO Box 220"
"USA","CO","Estes Park","","80517","428973","","67","Estes Valley Recreation and Park District","P.O. Box 1379",""
"USA","CO","Granby","","80446","428974","","68","U.S. Forest Service","P.O. Box 10",""
"USA","ID","Nampa","","83686","428975","","112","U.S. Fish and Wildlife Service","13751 Upper Embankment Rd.",""
"USA","NE","Minatare","","69356","428976","","78","Box 188","",""
"USA","CA","Folsom","","95630","428977","","2280","California Department of Parks and Recreation","7806 Folsom Auburn Road",""
"USA","AZ","Morristown","","85342","428978","","6","Lake Pleasant Regional Park","Maricopa County Parks & Recreation","41835 N. Castle Hot Springs Rd."
"USA","AZ","Page","","86040-1507","428979","","2002","Glen Canyon National Recreation Area","","P.O. Box 1507"
"USA","CA","Weaverville","","96093","428980","","21","Weaverville Ranger District","P.O. Box 1190",""
"USA","MT","Lima",""," 59739","430988","","12827","27650B South Valley Road","",""
"USA","NM","roswell",""," 88201 ","430990","","12829","4200 East Pine Lodge Road","",""
"USA","WA","Sequim","","98382","430991","","12830"," 715 Holgerson Road","",""
"USA","AK","Kotzebue",""," 99752","430993","","12831","160 Second Avenue p.o. box 270","",""
"USA","AK","Homer","","99603","430994","","12832","95 Sterling Highway # 1","",""
"USA","MI","Seney","","49883","430995","","12833","1674 Refuge Entrance Rd.","",""
"USA","AK","Homer","","99603","430996","","12834","95 Sterling Highway # 1","",""
"USA","FL","St. Marks","","32355","430997","","12835","1255 Lighthouse Road PO Box 68","",""
"USA","NC","Swan Quarter","","27885","430998","","12836","85 Mattamuskeet Road","",""
"USA","MN","Rochert","","56578","431000","","12837","35704 County Hwy 26","",""
"USA","AK","Dillingham","","","431490","","12838","6 Main Street, Kangiiqutaq Building","P.O. Box 270  MS 569",""
"USA","AK","Homer","","99603","431491","","12839","95 Sterling Highway # 1","",""
"USA","AK","homer","","99603","431492","","12828","95 Sterling Highway # 1","",""
"USA","MT","Lewistown","","59457","431493","","12840","Airport rd.","",""
"USA","AK","Homer","","99603","431496","","12841","95 Sterling Highway # 1","",""
"USA","OK","Indiahoma","","73552","431497","","12781","32 Refuge Headquarters   ","",""
"USA","UT","Brigham City","","84302","432745","","1396","2155 West Forest Street ",""," "
"USA","IN","Madison","","47250","432755","","4057","1661 W. JPG Niblo Rd","",""
"USA","NM","San Antonio","","","435891","","12791","1001 Highway 1","",""
"USA","LA","Lacombe","","","437144","","12792","61389 Highway 434","",""
"USA","CO","Maybell","","81640","437147","","1320","1318 Hwy 318","",""
"USA","AZ","Ajo","","85321","437153","","1324","North Second Street","",""
"USA","WV","Davis","","26260","437161","","1331","6263 Appalachian Hwy","",""
"USA","NJ","Cape May Court House","","08210","437163","","1332","24 Kimbles Beach Road","",""
"USA","TN","Ripley","","38063","440024","","1347","1505 Sand Bluff Road","",""
"USA","VA","Chincoteague","","23336","440025","","1348","8231 Beach Road","PO Box 62 ",""
"USA","MO","Annada","","63330","440028","","1351","37599 County Rd. 206","",""
"USA","KY","Benton   ","","42025","440029","","4059","91 US Hwy 641 North","",""
"USA","WA","Glenwood","","98619","449021","","1357","100 Wildlife Refuge Rd","Box 5",""
"USA","FL","Jupiter","","33469","452139","","14513","600-601 State Road 707","",""
"USA","AL","Camden","2015-06-30","36726-9109","465452","","444","1226 Powerhouse Road","",""
"USA","AL","Demopolis","2015-06-30","36732-1546","465453","","452","384 Resource Mgmt Drive","",""
"USA","AK","North Pole","2015-06-30","99705","465457","","435","P.O. Box 55270","",""
"USA","AZ","Wenden","2015-06-30","85357","465458","","463","7205 A W. Residence Drive","",""
"USA","CA","Los Angeles","2015-06-30","90053","465459","","12747","P.O. Box 532711","",""
"USA","AR","Conway","2015-06-30","72032","465460","","526","6298 Hwy 60 West","",""
"USA","AR","Pine Bluff","2015-06-30","71611-7835","465461","","520","4305 Charles Wooden Road","P.O.BOX 7835",""
"USA","AR","Pine Bluff","2015-06-30","71611","465462","","522","4305 Charles Wooden Road","P.O.BOX 7835",""
"USA","AR","Pine Bluff","2015-06-30","71611-7835","465463","","523","P.O.Box 7835","",""
"USA","AR","Pine Bluff","2015-06-30","71611-7835","465464","","524","P.O. Box 7835","",""
"USA","AR","Conway","2015-06-30","72033","465465","","528","6298 Highway 60 West","",""
"USA","AR","Pine Bluff","2015-06-30","71611-7835","465466","","525","4305 Charles Wooden Road","P.O.BOX 7835",""
"USA","AR","Conway","2015-06-30","72032","465467","","527","6298 Hwy 60 West","",""
"USA","AR","Tichnor","2015-06-30","72166","465468","","521","35 Wild Goose Lane","",""
"USA","AR","Rogers","2015-06-30","72756-2439","465469","","530","2260 N 2ND","",""
"USA","AR","Havana","2015-06-30","72842","465470","","531","10152 Outlet Park Road","",""
"USA","AR","Mountain Home","2015-06-30","72653","465471","","543","324 W. 7th Street","",""
"USA","AR","Russellville","2015-06-30","72802","465472","","533","1598 Lock And Dam Road","",""
"USA","AR","Arkadelphia","2015-06-30","71923-9361","465473","","149","729 Channel Road","",""
"USA","AR","Dequeen","2015-06-30","71832","465474","","534","706  Dequeen Lake Road","",""
"USA","AR","Dierks","2015-06-30","71833","465475","","535","P.O. Box 8","",""
"USA","AR","Ashdown","2015-06-30","71832","465476","","536","706 DeQueen Lake RD","",""
"USA","AR","Heber Springs","2015-06-30","72543-1088","465477","","537","P.O. Box 1088","",""
"USA","AR","Murfreesboro","2015-06-30","71958-9720","465478","","152","155 Dynamite Hill Road","",""
"USA","AR","Ozark","2015-06-30","72949-9839","465479","","529","6042 Lock and Dam Road","",""
"USA","AR","Ashdown","2015-06-30","71822-9716","465480","","538","1528 Hwy 32 East","",""
"USA","AR","Plainview","2015-06-30","72857-9600","465481","","539","3 Hwy 7 South","",""
"USA","AR","Mountain Home","2015-06-30","72653","465482","","540","324 W. 7Th Street","",""
"USA","AR","Ozark","2015-06-30","72949-9839","465484","","541","6042 Lock and Dam Road","",""
"USA","CA","Orland","2015-06-30","95963-8901","465485","","473","19225 Newville Road","",""
"USA","CA","Fullerton","2015-06-30","92635","465486","","1252","2070 Youth Way","",""
"USA","CA","Brea","2015-06-30","92621","465487","","466","3322 Rose Drive","",""
"USA","CA","Raymond","2015-06-30","93653-0067","465488","","480","P.O. Box 67","",""
"USA","CA","Fullerton","2015-06-30","92631","465489","","467","2501 Associated Road","",""
"USA","CA","Pacoima","2015-06-30","91331","465490","","471","10960 Borden Ave.","",""
"USA","CA","Smartville","2015-06-30","95977-0006","465491","","474","P.O. Box 6","",""
"USA","CA","Raymond","2015-06-30","93653-0085","465492","","481","P.O. Box 85","25207 Road 407",""
"USA","CA","Lemon Cove","2015-06-30","93244-4270","465493","","479","34443 Sierra Drive","",""
"USA","CA","Geyserville","2015-06-30","95441-9644","465494","","482","3333 Skaggs Springs Rd","",""
"USA","CA","Truckee","2015-06-30","96161","465495","","475","P.O. Box 2344","",""
"USA","CA","Ukiah","2015-06-30","95482-9404","465496","","483","1160 Lake Mendocino Drive","",""
"USA","CA","Los Angeles","2015-06-30","90053","465497","","465","P.O. Box 532711","",""
"USA","CA","Valley Springs","2015-06-30","95252-8496","465498","","476","2713 Hogan Dam Road","",""
"USA","CA","Sanger","2015-06-30","93657","465499","","478","27295 Pine Flat Road","",""
"USA","CA","Corona","2015-06-30","91720","465500","","468","3001 W. Pomona-Ricon Road","",""
"USA","CA","Sausalito","2015-06-30","94965-1764","465501","","1251","2100 Bridgeway Blvd","",""
"USA","CA","Irwindale","2015-06-30","91706","465502","","464","1585 E. Arrow Hwy.","",""
"USA","CA","","2015-06-30","","465503","","472","","",""
"USA","CA","Van Nuys","2015-06-30","91406","465504","","470","6357 Woodly Ave.","",""
"USA","CA","Oakdale","2015-06-30","95361-1229","465505","","477","17968 Covered Bridge Road","",""
"USA","CA","Porterville","2015-06-30","93258-1072","465506","","1825","29330 Highway 190","",""
"USA","CA","Montebello","2015-06-30","90640","465507","","469","909 N. Lincoln Ave.","",""
"USA","CO","Littleton","2015-06-30","80128-6901","465508","","306","9307 S. Wadsworth Blvd","",""
"USA","CO","Littleton","2015-06-30","80128-6901","465509","","284","9307 South Wadsworth Blvd.","",""
"USA","CO","Littleton","2015-06-30","80128-6901","465510","","285","9307 S. Wadsworth Blvd","",""
"USA","CO","Hasty","2015-06-30","81044","465511","","590","29955 County Road 25.75","",""
"USA","CO","Trinidad","2015-06-30","81082-0771","465512","","490","10950 County Road 18.3","",""
"USA","CT","Thomaston","2015-06-30","06787-1918","465513","","199","Thomaston Dam","331 Hill Road",""
"USA","CT","Riverton","2015-06-30","06065-0058","465514","","206","P.O. Box 58","",""
"USA","CT","Middlebury","2015-06-30","06762","465515","","211","4 Straits Turnpike","",""
"USA","CT","Middlebury","2015-06-30","06762","465516","","213","4 Straits Turnpike","",""
"USA","CT","Mansfield","2015-06-30","06250-9802","465517","","217","141 Mansfield Hollow Road","",""
"USA","CT","Thomaston","2015-06-30","06787-0307","465519","","223","331 Hill Road","",""
"USA","CT","Thompson","2015-06-30","06255-9801","465520","","228","449 Reardon Road","",""
"USA","FL","Clewiston","2015-06-30","33440-5399","465521","","437","525 Ridgelawn Rd","",""
"USA","FL","Chatahoochee","2015-06-30","32324-0096","465522","","445","2382 Booster Club Road","",""
"USA","GA","Cartersville","2015-06-30","30121","465523","","440","1138 GA Highway Spur 20","",""
"USA","GA","Oakman","2015-06-30","30732-0096","465524","","443","P.O. Box 96","",""
"USA","GA","Ft. Gaines","2015-06-30","31751-9722","465525","","451","427 Eufaula Road","",""
"USA","GA","Hartwell","2015-06-30","30643-0278","465526","","454","P. O.   Box 278","5625 Anderson Highway (Hwy. 29)",""
"USA","GA","Buford","2015-06-30","30515-0567","465527","","442","P.O. Box 567","1050 Buford Dam Road",""
"USA","GA","Elberton","2015-06-30","30635-9271","465528","","455","4144 Russell Dam Dr.","",""
"USA","GA","Ft Gaines","2015-06-30","39851-9722","465529","","449","427 Eufalua Road","",""
"USA","GA","West Point","2015-06-30","31833-9517","465530","","450","500 Resource Management Drive","",""
"USA","ID","Ahsahka","2015-06-30","83520-6048","465531","","256","P.O Box 48","",""
"USA","ID","Oldtown","2015-06-30","83822-9243","465532","","249","2376 E Highway 2","",""
"USA","ID","Boise","2015-06-30","83716-9393","465533","","260","9723 E. Highway 21","",""
"USA","IL","Carlyle","2015-06-30","62231-9703","465534","","1686","801 Lake Road","",""
"USA","IL","Peoria","2015-06-30","61603-3503","465535","","12746","257 Grant St.","",""
"USA","IL","Peoria","2015-06-30","61603","465536","","14433","257 Grant Street","",""
"USA","IL","Shelbyville","2015-06-30","62565-9387","465537","","1691","RR 4 Box 128B","",""
"USA","IL","Modoc","2015-06-30","62261","465538","","1689","4800 Lock and Dam Road","",""
"USA","IA","Pleasant Valley","2015-06-30","52767-0534","465539","","159","P.O. Box 534","",""
"USA","IL","Brookport","2015-06-30","62910","465540","","380","P.O. Box 277","",""
"USA","IL","Grand Chain","2015-06-30","62941","465541","","381","916 E. Dam 53 Road","",""
"USA","IL","Brookport","2015-06-30","62910","465542","","375","1401 Smithland Dam Road","",""
"USA","IL","Benton","2015-06-30","62812-9803","465543","","1690","11981 Rend City Road","",""
"USA","IN","Brookville","2015-06-30","47012-0230","465544","","353","10064 Overlook Road","",""
"USA","IN","Poland","2015-06-30","47868-9309","465545","","356","11979 S. Co. Rd. 375 W","",""
"USA","IN","Rockville","2015-06-30","47872-9726","465546","","365","3391 S. Dam Rd.","",""
"USA","IN","Huntington","2015-06-30","46750-9202","465547","","363","735N Warren Road","",""
"USA","IN","Peru","2015-06-30","46970-9745","465548","","368","5613 E Mississinewa Dam Road","",""
"USA","IN","Bloomington","2015-06-30","47401-8774","465549","","369","1620 E Monroe Dam Court","",""
"USA","IN","Cannelton","2015-06-30","47520-9725","465550","","357","5821 E. State Road 66","",""
"USA","IN","Mount Vernon","2015-06-30","47620-9351","465551","","377","16501 Raben Road","",""
"USA","IN","Newburgh","2015-06-30","47630-9801","465552","","370","6877 State Road 66","",""
"USA","IN","Dubois","2015-06-30","47527-9661","465553","","372","4512 North Cuzco Road South","",""
"USA","IN","Lagro","2015-06-30","46941-9717","465554","","374","1004 S Salamonie Dam Road","P.O. Box 158",""
"USA","IA","Iowa City","2015-06-30","52240-7820","465555","","158","2850 Prairie Du Chien Rd Ne","",""
"USA","IA","Knoxville","2015-06-30","50138","465556","","160","1105 N. Hwy T15","",""
"USA","MN","Fountain City","2015-06-30","54629-0397","465557","","173","431 North Shore Drive","",""
"USA","MN","La Crescent","2015-06-30","55947-1560","465558","","172","1114 S. Oak St.","",""
"USA","IA","Centerville","2015-06-30","52544-9461","465559","","274","Corps Of Engineers, 20112 Hwy J5T","",""
"USA","IA","Johnston","2015-06-30","50131","465560","","161","5600 NW 78th Ave","",""
"USA","KS","Cherryvale","2015-06-30","67335-0426","465561","","546","P.O. Box 426","",""
"USA","KS","Lawrence","2015-06-30","66049-9048","465562","","263","872 N 1402 Road","",""
"USA","KS","Council Grove","2015-06-30","66846-9322","465563","","551","945 Lake Road","",""
"USA","KS","El Dorado","2015-06-30","67042-9305","465564","","552","2710 NE Shady Lake Rd","",""
"USA","KS","Cherryvale","2015-06-30","67335-0426","465565","","553","P.O. Box 426","",""
"USA","KS","Fall River","2015-06-30","67047","465566","","555","R 1 Box 243E","",""
"USA","KS","Paola","2015-06-30","66071","465567","","265","26000 W 255TH","",""
"USA","KS","Burlington","2015-06-30","66839-8911","465568","","562","1565 Embankment Rd Sw","",""
"USA","KS","Marquette","2015-06-30","67464","465569","","266","105 Riverside Drive","",""
"USA","KS","Marion","2015-06-30","66861-9740","465570","","565","2105 North Pawnee","",""
"USA","KS","Melvern","2015-06-30","66510-9759","465571","","269","31051 Melvern Lake Pkw","",""
"USA","KS","Junction City","2015-06-30","66441","465572","","270","Milford Lake Project Office","5203 North Highway K-57",""
"USA","KS","Perry","2015-06-30","66073-9717","465573","","271","10419 Perry Park Drive","",""
"USA","KS","Vassar","2015-06-30","66524","465574","","273","5260 Pomona Dam Road","",""
"USA","KS","Fall River","2015-06-30","67047-0037","465575","","572","P.O. Box 37","",""
"USA","KS","Manhattan","2015-06-30","66502-8812","465576","","277","5020 Tuttle Creek Blvd","",""
"USA","KS","Sylvan Grove","2015-06-30","67481","465577","","278","4860 Outlet Blvd.","",""
"USA","KY","Grand Rivers","2015-06-30","42045-0218","465578","","382","200 Barkley Dam Overlook","",""
"USA","KY","Glasgow","2015-06-30","42141-9642","465579","","352","11088 Finney Rd","",""
"USA","KY","Buckhorn","2015-06-30","41721-8808","465580","","354","804 Buckhorn Dam Road","",""
"USA","KY","Sassafras","2015-06-30","41759-8806","465581","","358","843 Sassafras Creek Road","",""
"USA","KY","Morehead","2015-06-30","40351-9211","465582","","359","150 Kentucky Hwy 826","",""
"USA","KY","Van Lear","2015-06-30","41265-9605","465583","","319","Hc 70 Box 540","",""
"USA","KY","Shelbiana","2015-06-30","41562-9716","465584","","322","2204 Fishtrap Road","",""
"USA","KY","Grayson","2015-06-30","41143-9612","465585","","324","50 Launch Ramp Rd","",""
"USA","KY","Campbellsville","2015-06-30","42718-9805","465586","","362","544 Lake Road","",""
"USA","KY","Spottsville","2015-06-30","42458-9999","465587","","379","5048 Dam & Lock Road","",""
"USA","KY","Frankfort","2015-06-30","40601-9999","465588","","364","1021 Kentucky Avenue","",""
"USA","KY","Somerset","2015-06-30","42501-0450","465589","","391","855 Boat Dock Road","",""
"USA","KY","London","2015-06-30","40741","465590","","388","1433 Laurel Lake Road","",""
"USA","KY","Smith","2015-06-30","40831-5415","465591","","389","5965 Hwy 987","",""
"USA","KY","Bee Spring","2015-06-30","42207-0339","465592","","371","2150 Nolin Dam Road","",""
"USA","KY","Greenup","2015-06-30","41144-9614","465593","","325","5121 New Dam Road","",""
"USA","KY","Warsaw","2015-06-30","41095-9999","465594","","366","2760 US 42 West","",""
"USA","KY","Louisville","2015-06-30","40212","465595","","367","805 N 27Th Street","",""
"USA","KY","Staffordsville","2015-06-30","41256-9035","465596","","330","807 KY RT 2275","",""
"USA","KY","Taylorsville","2015-06-30","40071-9028","465598","","376","2825 Overlook Road","",""
"USA","KY","Louisa","2015-06-30","41230-4107","465599","","338","P.O. Box 1107","",""
"USA","LA","Port Barre","2015-06-30","70577","465600","","1265","112 Speck Lane","",""
"USA","LA","Monroe","2015-06-30","71202-5273","465601","","143","Louisiana Field Office","3505 S. Grand Street",""
"USA","LA","Norco","2015-06-30","70079-0216","465602","","1266","P.O. Box 216","",""
"USA","LA","Monroe","2015-06-30","71202","465603","","148","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Lettsworth","2015-06-30","70753","465604","","1267","21412 Louisiana Hwy 15","",""
"USA","LA","Monroe","2015-06-30","71202-5273","465605","","156","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Monroe","2015-06-30","71202-5273","465606","","144","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Monroe","2015-06-30","71202-5273","465607","","157","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Monroe","2015-06-30","71202-5273","465608","","145","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Sun","2015-06-30","70463-0790","465609","","153","P.O. Box 790","",""
"USA","LA","Monroe","2015-06-30","71202-5273","465610","","12748","Louisiana Field Office","3505 South Grand Street",""
"USA","LA","Monroe","2015-06-30","71202-5273","465611","","155","Louisiana Field Office","3505 South Grand Street",""
"USA","MD","Chesapeakecity","2015-06-30","21915","465612","","196","","",""
"USA","MA","Hubbardston","2015-06-30","01452","465613","","202","Barre Falls Dam","",""
"USA","MA","Royalston","2015-06-30","01331-9515","465614","","203","68 Birch Hill Road","",""
"USA","MA","Oxford","2015-06-30","01540-0155","465615","","205","P.O. Box 155","",""
"USA","MA","Buzzards Bay","2015-06-30","02532","465616","","200","P.O. Box 1555","",""
"USA","MA","Uxbridge","2015-06-30","01569-1209","465617","","230","518 E Hartford Ave","",""
"USA","MA","Fiskdale","2015-06-30","01518-1423","465618","","207","24 Riverview Avenue","",""
"USA","MA","Fiskdale","2015-06-30","01518-1243","465619","","208","24 Riverview Avenue","",""
"USA","MA","Oxford","2015-06-30","01540-0155","465620","","212","P.O. Box 155","",""
"USA","MA","Huntington","2015-06-30","01050-9742","465621","","215","Knightville Dam Road","",""
"USA","MA","Huntington","2015-06-30","01050-9744","465622","","216","Knightville Dam Road","",""
"USA","MA","Royalston","2015-06-30","01368","465623","","225","2 Athol-Richmond Rd","",""
"USA","MA","Uxbridge","2015-06-30","01569","465624","","227","518 East Hartford Ave","",""
"USA","MA","Fiskdale","2015-06-30","01518-1243","465625","","229","24 Riverview Avenue","",""
"USA","MN","Duluth","2015-06-30","55802","465626","","432","Canal Park","",""
"USA","MI","Sault Ste Marie","2015-06-30","49783","465627","","434","USACE, Soo Area Office","",""
"USA","MS","Coldwater","2015-06-30","38618-6548","465628","","146","3905 Arkabutla Dam Rd","",""
"USA","MS","Enid","2015-06-30","38927-0010","465629","","150","264 C.R. 39","",""
"USA","MS","Grenada","2015-06-30","38902-0903","465630","","151","P.O. Box 903","",""
"USA","MS","Collinsville","2015-06-30","39325-0098","465631","","448","P.O. Box 98","8604 Okatibbee Dam Road",""
"USA","MS","Sardis","2015-06-30","38666-0186","465632","","154","29049 Highway 315","",""
"USA","MS","Columbus","2015-06-30","39701-9504","465633","","441","3606 West Plymouth Rd.","",""
"USA","MT","Ft. Peck","2015-06-30","59223-0208","465634","","288","P.O. Box 208","",""
"USA","MT","Libby","2015-06-30","59923-9703","465635","","251","17877 Highway 37","",""
"USA","NE","Lincoln","2015-06-30","","465636","","296","","",""
"USA","NE","Lincoln","2015-06-30","","465637","","304","","",""
"USA","NE","Lincoln","2015-06-30","","465638","","300","","",""
"USA","NE","Omaha","2015-06-30","68112","465639","","305","9901 JJ Pershing Dr.","",""
"USA","NE","Republican City","2015-06-30","68971-9742","465640","","264","70788 Corps Road A","",""
"USA","NE","Lincoln","2015-06-30","","465641","","303","","",""
"USA","NE","Lincoln","2015-06-30","","465642","","295","","",""
"USA","NE","Lincoln","2015-06-30","","465643","","302","","",""
"USA","NE","Lincoln","2015-06-30","","465644","","298","","",""
"USA","NE","Omaha","2015-06-30","68112","465645","","294","9901 JJ Pershing Dr.","",""
"USA","NE","Lincoln","2015-06-30","","465646","","301","","",""
"USA","NE","Lincoln","2015-06-30","","465647","","297","","",""
"USA","NE","Omaha","2015-06-30","68112","465648","","281","9901 JJ Pershing Dr.","",""
"USA","NE","Lincoln","2015-06-30","","465649","","299","","",""
"USA","NE","Omaha","2015-06-30","68112","465650","","307","9901 JJ Pershing Dr.","",""
"USA","NH","Franklin","2015-06-30","03235-2202","465651","","204","CENAE-CO-MRB-FF","46 Granite Dr",""
"USA","NH","Peterborough","2015-06-30","03458-1068","465652","","209","75 Wilder St","",""
"USA","NH","Franklin","2015-06-30","03235-2202","465653","","210","46 Granite Drive","",""
"USA","NH","Contoocook","2015-06-30","03229-3370","465654","","214","2097 Maple Street","",""
"USA","NH","Keene","2015-06-30","03431-9801","465655","","221","480 Branch Road","",""
"USA","NM","Abiquiu","2015-06-30","87510-0290","465657","","27","4731 State Highway 96","",""
"USA","NM","Pena Blanca","2015-06-30","87041","465658","","485","82 Dam Crest Road","",""
